rec_no,labno,labno2,prev_labno,fldnam,coll_date,fldnam_an,descript,aov_code,replicate,loc_count,grainsize,dataset,stype,soil_horiz,color,setting,smpgrsize,datum,photos,acchanwid,fldplnwid,waterdep,watcol,flowstage,flowrate,collector,strbed,relief,contamsou,contampot,contamdegr,veg,formation,anal_notes,joinname,latitude,longitude,quad24code,quad250cod,quad100cod,fips,huc_8,category,qd250name,typedesc,medium,source,source_mod,upsieve,dried,stypenote,prime_id,laslid,ornlid,srlid,lllid,site,xsite,replc,labcond,grabs,samphr,orgn_pct,study,sgeounit,alk,o_diss,scin,airtemp,wtrtemp,ph,cond,strflow,str_chan,weath,veg_dens,rock_type,rock_col,odor,icp40_job,al_icp40,ca_icp40,fe_icp40,k_icp40,mg_icp40,na_icp40,p_icp40,ti_icp40,ag_icp40,as_icp40,au_icp40,ba_icp40,be_icp40,bi_icp40,cd_icp40,ce_icp40,co_icp40,cr_icp40,cu_icp40,eu_icp40,ga_icp40,ho_icp40,la_icp40,li_icp40,mn_icp40,mo_icp40,nb_icp40,nd_icp40,ni_icp40,pb_icp40,sc_icp40,sn_icp40,sr_icp40,ta_icp40,th_icp40,u_icp40,v_icp40,y_icp40,yb_icp40,zn_icp40,cs_icp40,rb_icp40,sb_icp40,zr_icp40,as_job,as_aa,se_job,se_aa,hg_job,hg_aa,sb_job,sb_aa,te_job,te_aa,tl_job,tl_aa,w_job,w_vs,au_job,au_aa,pdpt_job,pd_aa,pt_aa,icp10_job,ag_icp10,as_icp10,au_icp10,bi_icp10,cd_icp10,cu_icp10,mo_icp10,pb_icp10,sb_icp10,zn_icp10,ga_icp10,hg_icp10,se_icp10,te_icp10,tl_icp10,icp16_job,al_icp16,ca_icp16,fe_icp16,k_icp16,mg_icp16,na_icp16,p_icp16,si_icp16,ti_icp16,ba_icp16,cr_icp16,mn_icp16,nb_icp16,sr_icp16,y_icp16,zr_icp16,inaajob_us,inaajob_be,na_inaa,sc_inaa,ti_inaa,cr_inaa,fe_inaa,co_inaa,ni_inaa,zn_inaa,as_inaa,br_inaa,rb_inaa,sr_inaa,zr_inaa,mo_inaa,sb_inaa,cs_inaa,ba_inaa,la_inaa,ce_inaa,nd_inaa,sm_inaa,eu_inaa,tb_inaa,yb_inaa,lu_inaa,hf_inaa,ta_inaa,w_inaa,au_inaa,th_inaa,u_inaa,dn_job,u_dn,th_dn,xrf_job,sio2_xrf,al2o3_xrf,fe2o3_xrf,mgo_xrf,cao_xrf,na2o_xrf,k2o_xrf,tio2_xrf,p2o5_xrf,mno_xrf,loi925c,c_s_job,c_tot,c_org,c_co3,s_tot,al_nure,ca_nure,fe_nure,k_nure,mg_nure,na_nure,ag_nure,as_nure,au_nure,b_nure,ba_nure,be_nure,bi_nure,br_nure,cd_nure,ce_nure,cl_nure,co_nure,cr_nure,cs_nure,cu_nure,dy_nure,eu_nure,f_nure,hf_nure,hg_nure,la_nure,li_nure,lu_nure,mn_nure,mo_nure,nb_nure,ni_nure,p_nure,pb_nure,pt_nure,rb_nure,sb_nure,sc_nure,se_nure,sm_nure,sn_nure,sr_nure,ta_nure,tb_nure,th_nure,ti_nure,v_nure,w_nure,y_nure,yb_nure,zn_nure,zr_nure,u_nure,nure_meth,zip3,congdist
5194400,D-508683,,,NEBA022S1,19800314,NEBA022,"NURE sample",,,1,,"NURE PLUTO",59,,,,,NAD27,,dry,,dry,,dry,,071,sand,low,trash,,,scrub,QTRN,,,34.7357,-115.8845,35116NWA3,35116,35116NW,f06071,18100100,NURE,Needles,SOIL,Sediment,Soil,,150,,,NEBA022S1,,,NEBA022S1,,,,000,,10,,,,QTRN,,,30,,,,,,,,moderate,"unconsol. val. fill",,,VB54,7.094,2.901,11,1.6,0.88,2.3,0.17,3.798,-2,-10,-8,1600,2,-10,-2,98,50,150,10,2,25,-4,54,25,2399,-2,61,48,34,79,14,-5,690,-40,14,-100,460,24,2,200,,,,,,,,,,,,,,,,,,,VB54,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0033,,9.3266,,,1.324,,,-0.01,,,,,,,75,,,,,,,2.8,,26,,35,,0.3,2010,,,,,,,,,11,,5,,,,,17,28673,367,,,,,,4.5,"SR1, SR2",923,0641C2
5194401,D-508684,,,NEBA023S1,19800314,NEBA023,"NURE sample",,,1,,"NURE PLUTO",59,,,,,NAD27,,dry,,dry,,dry,,071,sand,flat,trash,,,scrub,QTRN,,,34.7353,-115.8498,35116NWB3,35116,35116NW,f06071,18090208,NURE,Needles,SOIL,Sediment,Soil,,150,,,NEBA023S1,,,NEBA023S1,,,,000,,10,,,,QTRN,,,25,,,,,,,,moderate,"unconsol. val. fill",,,VB54,7.797,3.102,3.4,2.4,1.4,2.2,0.1,0.5,-2,-10,-8,710,2,-10,-2,88,12,50,17,1,19,-4,48,31,639.6,-2,11,40,20,21,12,-5,440,-40,14,-100,83,25,2,66,,,,,,,,,,,,,,,,,,,VB54,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.868,,2.26,,,1.1587,,,-0.01,,,,,,,45,,,,,,1.9,-0.7,,7,,33,,0.4,349,,,,,,,,,8.8,,6,,,,,13,2351,46,,,1.5,,,2.5,"SR1, SR2",923,0641C2
5194402,D-508685,,,NEBA024S1,19800314,NEBA024,"NURE sample",,,1,,"NURE PLUTO",59,,,,,NAD27,,dry,,dry,,dry,,071,sand,low,trash,,,scrub,QTRN,,,34.7368,-115.8171,35116NWB3,35116,35116NW,f06071,18090208,NURE,Needles,SOIL,Sediment,Soil,,150,,,NEBA024S1,,,NEBA024S1,,,,000,,10,,,,QTRN,,,20,,,,,,,,moderate,"unconsol. val. fill",,,VB54,7.697,3.702,3.999,2.1,1.2,2.5,0.08,0.67,-2,-10,-8,700,2,-10,-2,110,13,62,19,1,18,-4,60,22,719.6,-2,16,52,20,24,13,-5,490,-40,21,-100,110,31,3,71,,,,,,,,,,,,,,,,,,,VB54,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6493,,2.738,,,1.1353,,,-0.01,,,,,,,40,,,,,,0.5,-0.8,,22,,33,,,336,,,,,,,,,9.2,,4,,,,,12,1102,33,,,,,,3.5,"SR1, SR2",923,0641C2
5194403,D-508686,,,NEBA025S1,19800314,NEBA025,"NURE sample",,,1,,"NURE PLUTO",61,,,,,NAD27,,dry,,dry,,dry,,071,sand,gentle,trash,,,scrub,PRCM,,,34.7408,-115.7816,35116NWB3,35116,35116NW,f06071,18100100,NURE,Needles,STRM-SED-DRY,Sediment,Stream,Dry,150,<110oC,,NEBA025S1,,,NEBA025S1,,,,000,,10,,,,PRCM,,,35,,,,,,,,moderate,metamorphic,,,VB54,7.295,5.902,3.199,2.3,1.5,2.099,0.1,0.47,-2,21,-8,700,2,-10,-2,85,12,44,20,1,17,-4,45,45,619.6,-2,13,37,21,50,11,-5,550,-40,10,-100,81,28,3,72,,,,,,,,,,,,,,,,,,,VB54,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6993,,3.18,,,1.972,,,-0.01,,,,,,,60,,,,,,0.4,-0.3,,7,,-5,,0.4,650,,,,,,,,,8.1,,4,,,,,12,5181,92,,,-1,,,3.2,"SR1, SR2",923,0641C2
5194404,D-508687,,,NEBA026S1,19800314,NEBA026,"NURE sample",,,1,,"NURE PLUTO",61,,,,,NAD27,,dry,,dry,,dry,,071,sand,low,trash,,,scrub,QTRN,,,34.7464,-115.755,35116NWB3,35116,35116NW,f06071,18100100,NURE,Needles,STRM-SED-DRY,Sediment,Stream,Dry,150,<110oC,,NEBA026S1,,,NEBA026S1,,,,000,,10,,,,QTRN,,,25,,,,,,,,moderate,"unconsol. val. fill",,,VB54,7.797,2.601,3.4,2.199,1.2,2.3,0.11,0.48,-2,-10,-8,680,2,-10,-2,95,11,47,18,1,18,-4,54,27,599.6,-2,14,42,19,33,11,-5,420,-40,16,-100,81,26,2,72,,,,,,,,,,,,,,,,,,,VB54,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3533,,2.274,,,1.2847,,,-0.01,,,,,,,38,,,,,,0.3,-0.4,,5,,26,,,342,,,,,,,,,5.6,,4,,,,,10,1989,49,,,4.5,,,2.7,"SR1, SR2",923,0641C2
5194408,D-508688,C-165934,,NEBA030S1,19800315,NEBA030,"NURE sample",,,1,,"NURE PLUTO",59,,,,,NAD27,,dry,,dry,,dry,,071,sand,flat,trash,,,scrub,QTRN,,,34.5956,-115.9286,35116NWA4,35116,35116NW,f06071,18100100,NURE,Needles,SOIL,Sediment,Soil,,150,,,NEBA030S1,,,NEBA030S1,,,,000,,10,,,,QTRN,,,40,,,,,,,,moderate,"unconsol. val. fill",,,VB54,8.094,3.102,3.4,2.199,1.2,2.699,0.1,0.53,-2,-10,-8,720,2,-10,-2,100,13,56,18,1,19,-4,59,24,639.6,-2,14,44,22,73,11,-5,500,-40,15,-100,89,26,2,71,,,,,MRP-02390,4.2,MRP-02390,-0.2,MRP-02390,-0.02,,,,,,,,,VB54,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8033,,1.4493,,,1.126,,,-0.01,,,,,,,,,,,,,1.9,-0.5,,13,,29,,,291,,,,,,,,,15,,6,,,,,14,2400,40,,,-1,,,,SR2,923,0641C2
5194409,D-508689,,,NEBA031S1,19800315,NEBA031,"NURE sample",,,1,,"NURE PLUTO",59,,,,,NAD27,,dry,,dry,,dry,,071,sand,gentle,mine,,,scrub,TRTR,,,34.6081,-115.951,35116NWA4,35116,35116NW,f06071,18100100,NURE,Needles,SOIL,Sediment,Soil,,150,,,NEBA031S1,,,NEBA031S1,,,,000,,10,,,,TRTR,,,25,,,,,,,,moderate,volc/mafic,,,VB54,7.993,3.401,3.599,2.199,1.3,2.599,0.09,0.59,-2,-10,-8,710,2,-10,-2,93,13,59,13,1,18,-4,52,23,659.6,-2,14,43,27,22,11,-5,540,-40,17,-100,96,24,2,57,,,,,,,,,,,,,,,,,,,VB54,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1133,,2.5607,,,1.1593,,,-0.01,,,,,,,43,,,,,,1.9,-1,,11,,24,,0.2,312,,,,,,,,,8.8,,5,,,,,12,2397,35,,,,,,3.1,"SR1, SR2",923,0641C2
5194410,D-508690,,,NEBA032S1,19800315,NEBA032,"NURE sample",,,1,,"NURE PLUTO",59,,,,,NAD27,,dry,,dry,,dry,,071,sand,flat,none,,,scrub,QTRN,,,34.6299,-115.9627,35116NWA3,35116,35116NW,f06071,18100100,NURE,Needles,SOIL,Sediment,Soil,,150,,,NEBA032S1,,,NEBA032S1,,,,000,,10,,,,QTRN,,,30,,,,,,,,moderate,"unconsol. val. fill",,,VB54,7.797,3.601,4.2,1.9,1.3,2.5,0.11,0.99,-2,10,-8,960,2,-10,-2,95,15,74,11,1,19,-4,52,31,899.4,-2,15,42,24,26,12,-5,620,-40,14,-100,130,27,2,65,,,,,,,,,,,,,,,,,,,VB54,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0507,,2.644,,,0.9713,,,-0.01,,,,,,,39,,,,,,0.7,1.1,,14,,24,,0.3,413,,,,,,,,,9.9,,3,,,,,13,3760,79,,,,,,3.3,"SR1, SR2",923,0641C2
5194411,D-508691,,,NEBA033S1,19800315,NEBA033,"NURE sample",,,1,,"NURE PLUTO",61,,,,,NAD27,,dry,,dry,,dry,,071,sand,gentle,none,,,scrub,QTRN,,,34.6634,-115.9402,35116NWA3,35116,35116NW,f06071,18100100,NURE,Needles,STRM-SED-DRY,Sediment,Stream,Dry,150,<110oC,,NEBA033S1,,,NEBA033S1,,,,000,,10,,,,QTRN,,,25,,,,,,,,moderate,"unconsol. val. fill",,,VB54,6.195,3.501,4.5,2.5,1.4,1.3,0.16,0.57,-2,-10,-8,920,2,-10,-2,120,15,67,28,1,17,-4,62,29,859.1,-2,11,57,28,37,14,-5,250,-40,13,-100,110,41,4,100,,,,,,,,,,,,,,,,,,,VB54,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0947,,3.1787,,,0.5632,,,-0.01,,,,,,,52,,,,,,0.8,-0.5,,20,,34,,0.6,418,,,,,,,,,10.7,,6,,,,,11,1380,43,,,,,,3,"SR1, SR2",923,0641C2
5194412,D-508692,,,NEBA034S1,19800315,NEBA034,"NURE sample",,,1,,"NURE PLUTO",59,,,,,NAD27,,dry,,dry,,dry,,071,sand,flat,trash,,,scrub,QTRN,,,34.6463,-115.975,35116NWA3,35116,35116NW,f06071,18100100,NURE,Needles,SOIL,Sediment,Soil,,150,,,NEBA034S1,,,NEBA034S1,,,,000,,10,,,,QTRN,,,30,,,,,,,,moderate,"unconsol. val. fill",,,VB54,6.898,3.601,8.8,1.799,1.4,2.099,0.09,1.399,-2,-10,-8,630,2,-10,-2,170,21,110,31,2,19,-4,95,28,1199,-2,27,79,29,25,15,-5,500,-40,51,-100,250,42,4,92,,,,,,,,,,,,,,,,,,,VB54,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.586,,4.7713,,,0.9767,,,-0.01,,,,,,,86,,,,,,0.9,-0.7,,26,,44,,0.4,572,,,,,,,,,11.9,,6,,,,,22,5724,101,,,-1,,,5.8,"SR1, SR2",923,0641C2
5194413,D-508693,,,NEBA035S1,19800315,NEBA035,"NURE sample",,,1,,"NURE PLUTO",59,,,,,NAD27,,dry,,dry,,dry,,071,sand,flat,none,,,scrub,QTRN,,,34.6787,-115.977,35116NWA3,35116,35116NW,f06071,18100100,NURE,Needles,SOIL,Sediment,Soil,,150,,,NEBA035S1,,,NEBA035S1,,,,000,,10,,,,QTRN,,,40,,,,,,,,moderate,"unconsol. val. fill",,,VB54,6.195,3.501,3.8,2.4,1.4,1.3,0.15,0.48,-2,-10,-8,840,2,-10,-2,110,14,62,31,1,15,-4,59,29,789.5,-2,11,54,26,22,13,-5,260,-40,13,-100,88,35,3,97,,,,,,,,,,,,,,,,,,,VB54,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5387,,1.8793,,,0.575,,,-0.01,,,,,,,60,,,,,,0.8,-1,,14,,31,,0.5,386,,,,,,,,,9,,8,,,,,10,2105,33,,,1.8,,,2.8,"SR1, SR2",923,0641C2
5194423,D-508694,C-165973,,NEBB001S1,19800312,NEBB001,"NURE sample",,,1,,"NURE PLUTO",59,,,,,NAD27,,dry,,dry,,dry,,093,sand,flat,none,,,scrub,QTRN,,,34.5632,-115.5069,35116NWD4,35116,35116NW,f06071,18100100,NURE,Needles,SOIL,Sediment,Soil,,150,,,NEBB001S1,,,NEBB001S1,,,,000,,10,,,,QTRN,,,100,,,,,,,,sparse,"unconsol. val. fill",,,VB54,7.596,3.301,3.5,2.3,1.1,2.399,0.13,0.5,-2,-10,-8,740,2,-10,-2,140,11,45,16,1,18,-4,80,23,629.6,-2,13,68,15,230,12,-5,440,-40,32,-100,82,41,4,88,,,,,MRP-02390,7,MRP-02390,0.3,MRP-02390,-0.02,,,,,,,,,VB54,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.744,,2.6093,,,1.17,,,-0.01,,,,,,,81,,,,,,2.4,-0.9,,14,,52,,0.5,328,,,,,,,,,11.5,,9,,,,,24,2578,40,,,4.1,,,3.8,"SR1, SR2",923,0641C2
5194424,D-508695,C-165981,,NEBB002S1,19800312,NEBB002,"NURE sample",,,1,,"NURE PLUTO",59,,,,,NAD27,,dry,,dry,,dry,,093,sand,flat,none,,,scrub,QTRN,,,34.572,-115.5271,35116NWD4,35116,35116NW,f06071,18100100,NURE,Needles,SOIL,Sediment,Soil,,150,,,NEBB002S1,,,NEBB002S1,,,,000,,10,,,,QTRN,,,90,,,,,,,,sparse,"unconsol. val. fill",,,VB54,7.596,3.201,3.999,2.3,1.1,2.399,0.2,0.58,-2,-10,-8,760,2,-10,-2,150,12,46,14,1,18,-4,83,24,729.6,-2,18,72,15,27,15,-5,440,-40,35,-100,100,47,4,62,,,,,MRP-02390,7.7,MRP-02390,0.3,MRP-02390,-0.02,,,,,,,,,VB54,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.71,,2.07,,,0.8873,,,-0.01,,,,,,,71,,,,,,2.1,-1,,19,,43,,0.1,309,,,,,,,,,10.3,,7,,,,,13,2409,54,,,3,,,3.8,"SR1, SR2",923,0641C2
5194425,D-508696,,,NEBB003S1,19800312,NEBB003,"NURE sample",,,1,,"NURE PLUTO",59,,,,,NAD27,,dry,,dry,,dry,,093,sand,flat,none,,,scrub,QTRN,,,34.5847,-115.5331,35116NWD4,35116,35116NW,f06071,18100100,NURE,Needles,SOIL,Sediment,Soil,,150,,,NEBB003S1,,,NEBB003S1,,,,000,,10,,,,QTRN,,,85,,,,,,,,sparse,"unconsol. val. fill",,,VB54,7.797,2.901,3.3,2.3,1.1,2.5,0.13,0.5,-2,-10,-8,750,2,-10,-2,120,11,44,14,1,18,-4,67,26,629.6,-2,12,55,17,26,12,-5,450,-40,24,-100,82,34,3,61,,,,,,,,,,,,,,,,,,,VB54,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8727,,1.64,,,1.1873,,,-0.01,,,,,,,57,,,,,,0.2,-0.7,,13,,32,,0.2,322,,,,,,,,,9.9,,5,,,,,15,2266,32,,,2,,,,SR2,923,0641C2
5194428,D-508697,,,NEBB006S1,19800312,NEBB006,"NURE sample",,,1,,"NURE PLUTO",59,,,,,NAD27,,dry,,dry,,dry,,093,sand,flat,none,,,scrub,QTRN,,,34.5882,-115.5573,35116NWD4,35116,35116NW,f06071,18100100,NURE,Needles,SOIL,Sediment,Soil,,150,,,NEBB006S1,,,NEBB006S1,,,,000,,10,,,,QTRN,,,60,,,,,,,,sparse,"unconsol. val. fill",,,VB54,7.697,3.102,3.3,2.199,1,2.8,0.08,0.48,-2,-10,-8,710,2,-10,-2,130,10,39,10,1,17,-4,70,17,579.6,-2,16,56,14,19,11,-5,470,-40,20,-100,78,37,3,39,,,,,,,,,,,,,,,,,,,VB54,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8873,,2.6553,,,1.3313,,,-0.01,,,,,,,73,,,,,,0.2,1.1,,20,,41,,0.2,350,,,,,,,,,13.3,,7,,,,,19,2831,44,,,,,,3.7,"SR1, SR2",923,0641C2
5194431,D-508698,,,NEBB009S1,19800312,NEBB009,"NURE sample",,,1,,"NURE PLUTO",59,,,,,NAD27,,dry,,dry,,dry,,093,sand,flat,none,,,scrub,QTRN,,,34.5604,-115.6785,35116NWC4,35116,35116NW,f06071,18100100,NURE,Needles,SOIL,Sediment,Soil,,150,,,NEBB009S1,,,NEBB009S1,,,,000,,10,,,,QTRN,,,60,,,,,,,,sparse,"unconsol. val. fill",,,VB54,7.496,3.201,3.8,2.1,1.2,2.5,0.1,0.54,-2,-10,-8,700,2,-10,-2,120,11,48,13,1,18,-4,69,21,629.6,-2,13,56,15,130,11,-5,460,-40,23,-100,95,31,3,70,,,,,,,,,,,,,,,,,,,VB54,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.026,,4.396,,,1.7707,,,-0.01,,,,,,,79,,,,,,,-0.5,,20,,-5,,,536,,,,,,,,,7.4,,5,,,,,19,4007,81,,,-1,,,3.2,"SR1, SR2",923,0641C2
5194448,D-508699,,,NEBB026S1,19800312,NEBB026,"NURE sample",,,1,,"NURE PLUTO",61,,,,,NAD27,,dry,,dry,,dry,,093,sand,flat,none,,,scrub,QTRN,,,34.5806,-115.7226,35116NWC4,35116,35116NW,f06071,18100100,NURE,Needles,STRM-SED-DRY,Sediment,Stream,Dry,150,<110oC,,NEBB026S1,,,NEBB026S1,,,,000,,10,,,,QTRN,,,68,,,,,,,,sparse,"unconsol. val. fill",,,VB54,7.596,3.301,4.699,2.199,1.2,2.5,0.15,0.7,-2,-10,-8,730,2,-10,-2,150,15,52,15,1,18,-4,77,21,669.6,-2,15,70,17,21,15,-5,470,-40,22,-100,120,45,4,46,,,,,,,,,,,,,,,,,,,VB54,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9013,,3.398,,,1.2547,,,-0.01,,,,,,,59,,,,,,1.3,-0.4,,23,,43,,0.4,377,,,,,,,,,10.9,,8,,,,,13,3406,56,,,3,,,3.7,"SR1, SR2",923,0641C2
5194449,D-508700,C-165948,,NEBB027S1,19800312,NEBB027,"NURE sample",,,1,,"NURE PLUTO",59,,,,,NAD27,,dry,,dry,,dry,,093,sand,flat,none,,,scrub,QTRN,,,34.5798,-115.7426,35116NWC4,35116,35116NW,f06071,18100100,NURE,Needles,SOIL,Sediment,Soil,,150,,,NEBB027S1,,,NEBB027S1,,,,000,,10,,,,QTRN,,,70,,,,,,,,sparse,"unconsol. val. fill",,,VB54,7.596,4.002,5.099,2.3,1.5,2.099,0.13,0.689,-2,-10,-8,700,2,-10,-2,160,17,48,19,1,19,-4,84,32,649.6,-2,14,74,19,17,16,-5,430,-40,22,-100,130,45,4,57,,,,,MRP-02390,4.5,MRP-02390,-0.2,MRP-02390,0.02,,,,,,,,,VB54,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7767,,3.056,,,0.994,,,-0.01,,,,,,,65,,,,,,1,-0.6,,18,,36,,0.2,331,,,,,,,,,10.1,,6,,,,,12,1496,52,,,2.3,,,3.5,"SR1, SR2",923,0641C2
5194450,D-508701,,,NEBB028S1,19800312,NEBB028,"NURE sample",,,1,,"NURE PLUTO",59,,,,,NAD27,,dry,,dry,,dry,,093,sand,flat,none,,,scrub,QTRN,,,34.5684,-115.6409,35116NWC4,35116,35116NW,f06071,18100100,NURE,Needles,SOIL,Sediment,Soil,,150,,,NEBB028S1,,,NEBB028S1,,,,000,,10,,,,QTRN,,,48,,,,,,,,sparse,"unconsol. val. fill",,,VB54,8.094,3.102,2.499,2.3,0.95,2.8,0.08,0.4,-2,-10,-8,770,2,-10,-2,86,9,33,12,1,18,-4,47,18,469.7,-2,12,41,13,19,9,-5,510,-40,15,-100,63,24,2,40,,,,,,,,,,,,,,,,,,,VB54,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,923,0641C2
5194451,D-508702,,,NEBB029S1,19800312,NEBB029,"NURE sample",,,1,,"NURE PLUTO",59,,,,,NAD27,,dry,,dry,,dry,,093,sand,flat,none,,,scrub,QTRN,,,34.5914,-115.6459,35116NWC4,35116,35116NW,f06071,18100100,NURE,Needles,SOIL,Sediment,Soil,,150,,,NEBB029S1,,,NEBB029S1,,,,000,,10,,,,QTRN,,,29,,,,,,,,sparse,"unconsol. val. fill",,,VB54,7.898,3.002,3.3,2.3,1,2.699,0.11,0.52,-2,-10,-8,750,2,-10,-2,120,10,43,14,1,18,-4,62,20,609.6,-2,14,54,15,19,11,-5,490,-40,18,-100,85,32,3,52,,,,,,,,,,,,,,,,,,,VB54,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2307,,2.6187,,,1.3953,,,-0.01,,,,,,,78,,,,,,1.5,-0.4,,16,,32,,0.4,327,,,,,,,,,9.8,,7,,,,,14,2754,43,,,2,,,2.8,"SR1, SR2",923,0641C2
5194452,D-508703,,,NEBB030S1,19800312,NEBB030,"NURE sample",,,1,,"NURE PLUTO",59,,,,,NAD27,,dry,,dry,,dry,,093,sand,flat,none,,,scrub,QTRN,,,34.6137,-115.6588,35116NWC4,35116,35116NW,f06071,18100100,NURE,Needles,SOIL,Sediment,Soil,,150,,,NEBB030S1,,,NEBB030S1,,,,000,,10,,,,QTRN,,,62,,,,,,,,sparse,"unconsol. val. fill",,,VB54,8.094,3.002,3.199,2.4,1,2.8,0.1,0.51,-2,-10,-8,770,2,-10,-2,110,10,42,14,1,18,-4,58,20,609.6,-2,14,49,15,21,11,-5,500,-40,20,-100,81,31,3,48,,,,,,,,,,,,,,,,,,,VB54,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.068,,2.3107,,,1.4173,,,-0.01,,,,,,,69,,,,,,,-0.8,,9,,37,,0.3,332,,,,,,,,,6,,6,,,,,12,2467,34,,,2.2,,,2.8,"SR1, SR2",923,0641C2
